index,feel,look,name,smell,taste
454,"{'carbonation': 27, 'chocolate': 20, 'dark': 19}","{'black': 24, 'dark': 13, 'brown': 8}",iStout,"{'chocolate': 45, 'nose': 45, 'coffee': 40}","{'chocolate': 31, 'coffee': 27, 'dark': 18}"
455,"{'medium': 31, 'carbonation': 20, 'bodied': 17}","{'white': 26, 'orange': 25, 'pours': 22}",Hopwired,"{'hop': 62, 'nose': 49, 'fruit': 44}","{'hop': 27, 'malt': 21, 'caramel': 18}"
456,"{'medium': 18, 'carbonation': 17, 'feel': 17}","{'white': 13, 'clear': 11, 'golden': 11}","Epic Hop Zombie","{'hop': 39, 'nose': 20, 'citrus': 17}","{'hop': 22, 'tropical': 11, 'fruit': 11}"
457,"{'feel': 4, 'easy': 2, 'carbonation': 2}","{'hazy': 3, 'light': 2, 'pale': 2}","Snow Weizen","{'banana': 4, 'flavor': 4, 'wheat': 4}","{'banana': 3, 'wheat': 3, 'much': 2}"
458,"{'taste': 7, 'medium': 7, 'carbonation': 7}","{'dark': 16, 'brown': 9, 'black': 8}","Yebisu Black Beer","{'malt': 19, 'roasted': 13, 'dark': 8}","{'malt': 18, 'roasted': 8, 'coffee': 8}"
459,"{'feel': 8, 'carbonation': 8, 'light': 7}","{'golden': 5, 'clear': 3, 'orange': 3}","Coedo Kyara","{'malt': 9, 'light': 6, 'nose': 5}","{'malty': 5, 'like': 5, 'citrus': 4}"
460,"{'medium': 6, 'carbonation': 5, 'feel': 5}","{'golden': 5, 'cloudy': 5, 'white': 4}","Coedo Shiro","{'banana': 10, 'wheat': 7, 'style': 5}","{'banana': 5, 'wheat': 4, 'clove': 4}"
461,"{'light': 8, 'carbonation': 8, 'body': 5}","{'dark': 13, 'brown': 10, 'black': 7}","Coedo Shikkoku","{'malt': 9, 'chocolate': 8, 'roasted': 8}","{'chocolate': 7, 'light': 4, 'flavor': 4}"
462,"{'carbonation': 13, 'medium': 9, 'feel': 7}","{'white': 10, 'golden': 9, 'pours': 8}","Hitachino Nest Dai Dai Ale","{'orange': 24, 'malt': 18, 'sweet': 18}","{'citrus': 13, 'orange': 12, 'malt': 9}"
463,"{'ginger': 80, 'medium': 46, 'carbonation': 41}","{'amber': 46, 'pours': 44, 'ginger': 29}","Hitachino Nest Real Ginger Ale","{'ginger': 213, 'nose': 64, 'malt': 58}","{'ginger': 157, 'like': 42, 'sweet': 37}"
464,"{'light': 12, 'medium': 11, 'feel': 9}","{'brown': 8, 'dark': 7, 'light': 6}","Sapporo Premium Black Beer","{'malt': 12, 'light': 8, 'roasted': 8}","{'chocolate': 6, 'dark': 4, 'coffee': 4}"
465,"{'feel': 10, 'medium': 6, 'flavor': 6}","{'orange': 8, 'light': 7, 'copper': 5}","Jubilation Ale","{'cinnamon': 15, 'malt': 14, 'fig': 13}","{'fig': 13, 'cinnamon': 10, 'ale': 6}"
466,"{'carbonation': 4, 'bitter': 3, 'almost': 2}","{'nice': 6, 'cloudy': 4, 'amber': 4}","White Crane Ale (Rogue's Oregon Golden Ale)","{'nose': 10, 'hop': 8, 'malt': 6}","{'bitter': 5, 'caramel': 4, 'hop': 3}"
467,"{'medium': 5, 'carbonation': 4, 'pale': 4}","{'amber': 6, 'light': 4, 'tan': 4}","Hitachino Nest Pale Ale","{'malt': 5, 'fruity': 4, 'caramel': 4}","{'hop': 4, 'little': 3, 'lot': 3}"
468,"{'medium': 3, 'easy': 2, 'light': 2}","{'pours': 3, 'nice': 3, 'orange': 3}","Buckwheat Ale","{'grain': 3, 'caramel': 2, 'malt': 2}","{'wheat': 4, 'buckwheat': 4, 'fruit': 4}"
469,"{'roasted': 5, 'dark': 5, 'bodied': 4}","{'black': 8, 'brown': 3, 'pitch': 3}","Shimaguni Stout","{'chocolate': 15, 'malt': 11, 'coffee': 9}","{'chocolate': 9, 'dry': 7, 'dark': 7}"
470,"{'carbonation': 11, 'light': 6, 'feel': 6}","{'look': 12, 'hazy': 9, 'white': 9}","Ginga Kogen Weizen","{'banana': 17, 'clove': 13, 'wheat': 10}","{'banana': 9, 'flavor': 8, 'like': 6}"
471,"{'carbonation': 19, 'feel': 18, 'medium': 16}","{'dark': 21, 'brown': 20, 'black': 13}","Echigo Stout","{'malt': 35, 'roasted': 28, 'coffee': 20}","{'chocolate': 19, 'roasted': 16, 'malt': 15}"
472,"{'medium': 6, 'carbonation': 6, 'feel': 4}","{'yellow': 9, 'pale': 5, 'white': 4}","Suiyoubi No Neko","{'yeast': 11, 'spice': 7, 'like': 6}","{'yeast': 5, 'wheat': 5, 'light': 4}"
473,"{'smooth': 3, 'carbonation': 3, 'bit': 2}","{'pours': 6, 'copper': 4, 'orange': 4}","Ise Kadoya IPA","{'malt': 8, 'sweet': 7, 'nose': 7}","{'nice': 4, 'sweet': 4, 'malt': 4}"
474,"{'carbonation': 5, 'smooth': 4, 'caramel': 4}","{'ipa': 7, 'amber': 6, 'little': 4}","Teikoku IPA","{'hop': 16, 'nose': 12, 'citrus': 8}","{'hop': 12, 'malt': 6, 'bitterness': 5}"
475,"{'carbonation': 63, 'feel': 57, 'light': 56}","{'pours': 64, 'white': 55, 'red': 53}","Hitachino Nest Red Rice Ale","{'rice': 89, 'sweet': 66, 'like': 64}","{'rice': 77, 'like': 76, 'sweet': 52}"
476,"{'carbonation': 6, 'light': 4, 'hint': 3}","{'amber': 4, 'lager': 3, 'hazy': 2}","Numazu Lager","{'malt': 7, 'caramel': 5, 'light': 4}","{'hop': 4, 'bitterness': 3, 'like': 2}"
477,"{'carbonation': 12, 'feel': 10, 'body': 6}","{'amber': 7, 'white': 6, 'cloudy': 4}","Ise Kadoya Genmai Ale","{'rice': 11, 'like': 11, 'nose': 9}","{'rice': 12, 'like': 8, 'malt': 6}"
478,"{'medium': 3, 'flavor': 2, 'feel': 2}","{'foam': 2, 'golden': 2, 'orange': 2}","Temple Garden Yuzu Ale","{'tart': 4, 'yuzu': 4, 'nose': 4}","{'yuzu': 2, 'like': 2, 'bottle': 2}"
479,"{'carbonation': 30, 'light': 27, 'feel': 25}","{'yellow': 31, 'golden': 27, 'white': 24}","Hitachino Nest Weizen","{'banana': 47, 'clove': 46, 'wheat': 45}","{'wheat': 19, 'banana': 18, 'sweet': 18}"
480,"{'carbonation': 2, 'heavy': 2, 'nothing': 2}","{'amber': 3, 'orange': 3, 'white': 3}","Shiga Kogen IPA","{'floral': 4, 'citrus': 4, 'pine': 3}","{'note': 3, 'hop': 3, 'wise': 2}"
481,"{'carbonation': 23, 'medium': 19, 'feel': 16}","{'amber': 21, 'white': 17, 'orange': 16}","Rising Sun Pale Ale","{'hop': 32, 'citrus': 31, 'malt': 31}","{'malt': 24, 'citrus': 17, 'hop': 16}"
482,"{'medium': 20, 'feel': 17, 'carbonation': 14}","{'black': 29, 'brown': 13, 'look': 11}","Tokyo Black","{'coffee': 33, 'chocolate': 28, 'malt': 25}","{'chocolate': 30, 'malt': 21, 'coffee': 19}"
483,"{'ale': 4, 'scotch': 3, 'bottle': 3}","{'could': 3, 'ml': 2, 'pretty': 2}","Yabai-Yabai Strong Scotch Ale","{'could': 3, 'nose': 2, 'brown': 2}","{'brown': 2, 'bread': 2, 'malt': 2}"
484,"{'carbonation': 26, 'feel': 25, 'medium': 24}","{'orange': 26, 'pours': 24, 'amber': 23}","Hitachino Nest Commemorative Ale","{'orange': 35, 'spice': 33, 'vanilla': 32}","{'orange': 27, 'vanilla': 22, 'spice': 20}"
485,"{'finish': 4, 'taste': 3, 'overall': 2}","{'orange': 2, 'hue': 2, 'pour': 1}","Shizuoka Summer Mikan Ale","{'fruit': 5, 'citrus': 4, 'lemon': 4}","{'lemon': 3, 'much': 2, 'overall': 2}"
486,"{'light': 5, 'finish': 3, 'medium': 3}","{'pours': 2, 'thick': 2, 'creamy': 2}","Single Take Session Ale","{'yeast': 7, 'hop': 5, 'light': 5}","{'yeast': 5, 'spice': 5, 'finish': 4}"
487,"{'carbonation': 16, 'medium': 14, 'dark': 11}","{'black': 22, 'dark': 14, 'brown': 9}","Dark Sky Imperial Stout","{'dark': 33, 'chocolate': 30, 'nose': 29}","{'malt': 17, 'dark': 17, 'coffee': 15}"
488,"{'carbonation': 14, 'medium': 12, 'feel': 9}","{'amber': 14, 'orange': 11, 'white': 10}","Yona Yona Ale","{'hop': 27, 'citrus': 20, 'malt': 18}","{'hop': 15, 'malt': 12, 'like': 8}"
489,"{'medium': 25, 'carbonation': 21, 'hop': 18}","{'brown': 41, 'pours': 12, 'ale': 9}","Baird Angry Boy Brown Ale","{'malt': 47, 'hop': 31, 'nose': 26}","{'hop': 30, 'malt': 30, 'ale': 15}"
490,"{'carbonation': 49, 'feel': 47, 'medium': 40}","{'amber': 45, 'pours': 37, 'orange': 36}","Hitachino Nest Japanese Classic Ale","{'cedar': 122, 'nose': 67, 'hop': 63}","{'cedar': 65, 'hop': 51, 'malt': 34}"
491,"{'easy': 4, 'smooth': 3, 'taste': 3}","{'nice': 10, 'amber': 5, 'dark': 5}","Red Fox (Rogue's American Amber)","{'malt': 7, 'hop': 7, 'nose': 6}","{'bitter': 6, 'malt': 5, 'hop': 5}"
492,"{'feel': 8, 'medium': 5, 'carbonation': 5}","{'caramel': 5, 'orange': 4, 'good': 4}","Samurai Barley Ale","{'sweet': 6, 'malt': 5, 'nose': 4}","{'hop': 6, 'malt': 4, 'sweet': 4}"
493,"{'medium': 23, 'carbonation': 20, 'smooth': 16}","{'brown': 34, 'dark': 30, 'pours': 12}","Kurofune Porter","{'chocolate': 38, 'nose': 30, 'coffee': 29}","{'chocolate': 28, 'coffee': 22, 'porter': 18}"
494,"{'wheat': 6, 'medium': 4, 'carbonation': 3}","{'carbonation': 3, 'look': 3, 'sugar': 3}","West Coast Wheat Wine","{'pineapple': 8, 'wheat': 6, 'nose': 4}","{'sweet': 7, 'wheat': 4, 'pineapple': 4}"
495,"{'carbonation': 78, 'medium': 69, 'feel': 47}","{'amber': 63, 'pours': 60, 'brown': 54}","Hitachino Nest Extra High (XH)","{'sake': 82, 'nose': 80, 'like': 67}","{'sake': 64, 'sweet': 49, 'like': 47}"
496,"{'carbonation': 15, 'medium': 14, 'feel': 12}","{'amber': 13, 'brown': 7, 'dark': 7}","Red Rose Amber Ale","{'hop': 18, 'malt': 16, 'caramel': 15}","{'hop': 13, 'malt': 10, 'sweet': 9}"
497,"{'feel': 5, 'good': 4, 'carbonation': 3}","{'dark': 5, 'amber': 4, 'this': 2}","Hitachino Nest Amber Ale","{'malt': 9, 'caramel': 8, 'dark': 8}","{'amber': 5, 'american': 4, 'malt': 4}"
498,"{'bit': 3, 'carbonation': 2, 'pretty': 2}","{'dark': 3, 'medium': 2, 'cloudy': 2}","Minoh W-IPA","{'malt': 6, 'hop': 6, 'pine': 6}","{'hop': 6, 'sweet': 4, 'tasting': 3}"
499,"{'carbonation': 6, 'feel': 5, 'lager': 5}","{'clear': 5, 'yellow': 4, 'pours': 4}","Hitachino Nest Yuzu Lager","{'yuzu': 10, 'citrus': 6, 'orange': 5}","{'like': 6, 'lemon': 6, 'orange': 4}"
500,"{'medium': 7, 'carbonation': 6, 'ipa': 6}","{'look': 3, 'white': 3, 'orange': 3}","Ozeno Yukidoke IPA","{'citrus': 13, 'hop': 9, 'lemon': 7}","{'hop': 7, 'flavor': 6, 'bitterness': 6}"
501,"{'carbonation': 7, 'saison': 7, 'light': 7}","{'golden': 5, 'white': 5, 'hazy': 4}","Hitachino Nest Saison Du Japon","{'note': 8, 'citrus': 8, 'lemon': 7}","{'light': 6, 'note': 4, 'tart': 4}"
502,"{'carbonation': 3, 'well': 3, 'low': 2}","{'dark': 2, 'brown': 2, 'one': 2}","Iwatekura Oyster Stout","{'chocolate': 5, 'malt': 5, 'sweet': 4}","{'chocolate': 3, 'malt': 3, 'flavor': 2}"
503,"{'light': 6, 'finish': 6, 'fruit': 5}","{'orange': 7, 'pours': 4, 'cloudy': 3}","The Carpenters Mikan Ale","{'orange': 10, 'tangerine': 7, 'light': 6}","{'fruit': 8, 'malt': 6, 'tangerine': 6}"
504,"{'carbonation': 5, 'bit': 3, 'watery': 3}","{'white': 7, 'cloudy': 5, 'pale': 4}","Ginga Kogen Wheat Beer","{'banana': 10, 'clove': 8, 'wheat': 6}","{'citrus': 7, 'like': 6, 'wheat': 6}"
505,"{'carbonation': 8, 'feel': 7, 'light': 6}","{'white': 7, 'like': 6, 'look': 6}","Natsumikan Ale","{'nose': 11, 'like': 11, 'fruit': 10}","{'like': 9, 'citrus': 7, 'fruit': 6}"
506,"{'medium': 3, 'body': 3, 'watery': 3}","{'pretty': 3, 'body': 2, 'dense': 2}","Minoh Stout","{'roasted': 4, 'nose': 4, 'bit': 3}","{'roasted': 3, 'stout': 2, 'coffee': 2}"
507,"{'one': 3, 'feel': 3, 'bodied': 2}","{'l': 2, 'amber': 2, 'fine': 2}","Hitachino Nest Ancient Nipponia","{'hop': 5, 'like': 3, 'malt': 3}","{'grain': 4, 'really': 3, 'tasting': 3}"
508,"{'smoke': 4, 'smooth': 3, 'smoked': 2}","{'black': 3, 'smoke': 2, 'time': 2}","Ise Kadoya Imperial Smoked Porter","{'much': 2, 'nose': 2, 'smoky': 2}","{'sweet': 3, 'smoky': 3, 'malt': 3}"
509,"{'carbonation': 21, 'medium': 21, 'light': 14}","{'golden': 16, 'pours': 14, 'orange': 13}","Hitachino Nest Nipponia","{'hop': 29, 'nose': 27, 'malt': 20}","{'like': 16, 'hop': 15, 'lemon': 12}"
510,"{'carbonation': 16, 'medium': 16, 'feel': 15}","{'orange': 10, 'white': 10, 'pours': 7}","Suruga Bay Imperial IPA","{'citrus': 25, 'hop': 24, 'malt': 18}","{'citrus': 16, 'sweet': 9, 'grapefruit': 8}"
511,"{'carbonation': 10, 'medium': 8, 'feel': 7}","{'hazy': 11, 'light': 8, 'white': 8}","Hitachino Nest Anbai Ale","{'plum': 19, 'salt': 9, 'sour': 8}","{'plum': 14, 'flavor': 9, 'salt': 6}"
512,"{'carbonation': 4, 'medium': 4, 'feel': 3}","{'look': 4, 'dark': 3, 'brown': 2}","Kuri Kuro (Dark Chestnut Ale)","{'sweet': 7, 'chocolate': 6, 'vanilla': 3}","{'sweet': 3, 'super': 3, 'chestnut': 3}"
513,"{'light': 119, 'carbonation': 114, 'feel': 77}","{'white': 119, 'yellow': 115, 'cloudy': 97}","Hitachino Nest White Ale","{'orange': 159, 'citrus': 147, 'nose': 147}","{'orange': 98, 'citrus': 87, 'wheat': 66}"
514,"{'coffee': 119, 'carbonation': 74, 'medium': 67}","{'black': 95, 'dark': 83, 'brown': 79}","Hitachino Nest Espresso Stout","{'coffee': 338, 'chocolate': 175, 'espresso': 148}","{'coffee': 195, 'espresso': 110, 'chocolate': 92}"
515,"{'smooth': 2, 'also': 1, 'spice': 1}","{'brown': 3, 'poured': 2, 'pours': 2}","Smithwick's Winter Spirit","{'malt': 6, 'nose': 4, 'brown': 4}","{'caramel': 2, 'malt': 2, 'molasses': 2}"
516,"{'feel': 12, 'medium': 11, 'carbonation': 10}","{'white': 14, 'golden': 13, 'hazy': 10}","Irish Wheat","{'wheat': 29, 'banana': 18, 'nose': 15}","{'wheat': 23, 'banana': 11, 'light': 10}"
517,"{'medium': 15, 'carbonation': 14, 'bodied': 11}","{'red': 14, 'white': 13, 'amber': 13}","Porterhouse Red","{'malt': 24, 'caramel': 17, 'nose': 15}","{'caramel': 18, 'malt': 14, 'flavor': 10}"
518,"{'light': 8, 'carbonation': 3, 'little': 3}","{'light': 5, 'carbonation': 3, 'little': 3}",TSB,"{'along': 4, 'caramel': 4, 'floral': 3}","{'malt': 5, 'bitterness': 3, 'light': 3}"
519,"{'body': 4, 'light': 4, 'stout': 3}","{'black': 3, 'guinness': 3, 'ruby': 2}","Guinness Original","{'malt': 7, 'roasted': 7, 'chocolate': 7}","{'chocolate': 5, 'finish': 4, 'roasted': 3}"
520,"{'feel': 5, 'carbonation': 4, 'little': 4}","{'red': 7, 'look': 5, 'deep': 3}","Rebel Red","{'caramel': 10, 'malt': 6, 'ale': 4}","{'finish': 5, 'malt': 4, 'sweet': 3}"
521,"{'feel': 3, 'bitter': 3, 'flavour': 2}","{'away': 1, 'light': 1, 'look': 1}","Howling Gale Ale","{'hop': 7, 'malt': 6, 'light': 4}","{'grapefruit': 3, 'bitter': 2, 'citrus': 2}"
522,"{'carbonation': 39, 'light': 38, 'feel': 36}","{'brown': 51, 'dark': 49, 'black': 36}","Oyster Stout","{'malt': 91, 'roasted': 67, 'nose': 54}","{'oyster': 53, 'malt': 49, 'roasted': 42}"
523,"{'medium': 4, 'roasted': 3, 'body': 3}","{'black': 2, 'tan': 2, 'dark': 2}","O'Shea's Traditional Irish Stout","{'coffee': 3, 'nose': 2, 'roasted': 2}","{'roasted': 3, 'malt': 3, 'bit': 2}"
524,"{'feel': 261, 'carbonation': 189, 'stout': 156}","{'black': 355, 'dark': 270, 'brown': 204}","Guinness Extra Stout (Original)","{'malt': 475, 'roasted': 424, 'coffee': 398}","{'coffee': 326, 'malt': 318, 'roasted': 257}"
525,"{'session': 2, 'taste': 1, 'washed': 1}","{'hint': 3, 'pours': 3, 'clear': 3}","Chieftain IPA","{'session': 2, 'tastes': 1, 'mild': 1}","{'nice': 2, 'pine': 1, 'toffee': 1}"
526,"{'feel': 2, 'dry': 2, 'carbonation': 2}","{'orange': 3, 'light': 2, 'carbonation': 2}","Metalman Pale Ale","{'hop': 7, 'grassy': 4, 'nose': 4}","{'hop': 3, 'ale': 2, 'light': 2}"
527,"{'feel': 3, 'body': 2, 'malt': 2}","{'little': 3, 'yeast': 2, 'red': 2}","Copper Coast","{'nose': 3, 'caramel': 3, 'apple': 3}","{'flavor': 2, 'it': 2, 'like': 2}"
528,"{'medium': 9, 'light': 8, 'carbonation': 6}","{'dark': 7, 'black': 7, 'brown': 6}","Guinness Original (UK Version - 4.2%)","{'malt': 14, 'roasted': 12, 'dark': 9}","{'malt': 6, 'bitter': 4, 'roasted': 4}"
529,"{'feel': 4, 'carbonation': 4, 'light': 4}","{'black': 5, 'light': 4, 'pours': 3}","Guinness - Bulleit Bourbon-Aged","{'bourbon': 9, 'nose': 7, 'vanilla': 7}","{'bourbon': 4, 'stout': 3, 'bulleit': 2}"
530,"{'creamy': 258, 'feel': 202, 'smooth': 173}","{'black': 254, 'dark': 178, 'creamy': 162}","Murphy's Irish Stout","{'coffee': 317, 'malt': 316, 'roasted': 304}","{'coffee': 231, 'malt': 200, 'roasted': 191}"
531,"{'feel': 5, 'body': 3, 'dry': 3}","{'clear': 6, 'white': 5, 'pale': 4}","Galway Hooker Irish Pale Ale","{'hop': 11, 'malt': 7, 'nose': 6}","{'hop': 6, 'malt': 5, 'note': 5}"
532,"{'medium': 25, 'carbonation': 21, 'dry': 18}","{'black': 24, 'brown': 15, 'dark': 14}","Wrasslers XXXX Stout","{'roasted': 55, 'chocolate': 45, 'malt': 40}","{'malt': 30, 'roasted': 29, 'bitter': 28}"
533,"{'bitter': 3, 'hop': 3, 'abv': 3}","{'orange': 4, 'nice': 4, 'dark': 3}","Hop Head","{'nose': 9, 'hop': 8, 'orange': 6}","{'hop': 11, 'malt': 6, 'like': 3}"
534,"{'feel': 6, 'body': 4, 'medium': 4}","{'black': 4, 'pours': 3, 'tan': 3}","Guinness Milk Stout: The Brewers Project","{'chocolate': 13, 'coffee': 10, 'nose': 7}","{'chocolate': 7, 'coffee': 6, 'milk': 5}"
535,"{'creamy': 9, 'light': 6, 'bodied': 6}","{'dark': 15, 'stout': 9, 'brown': 8}","Plain Porter","{'roasted': 20, 'malt': 20, 'coffee': 11}","{'malt': 17, 'roasted': 13, 'light': 9}"
536,"{'smooth': 3, 'carbonation': 3, 'rather': 2}","{'rather': 1, 'watery': 1, 'feel': 1}","Shandon Stout","{'malt': 4, 'dark': 3, 'cocoa': 2}","{'dark': 3, 'one': 3, 'fruit': 2}"
537,"{'medium': 15, 'feel': 15, 'carbonation': 14}","{'dark': 25, 'brown': 20, 'black': 18}","West Indies Porter","{'malt': 25, 'roasted': 21, 'dark': 17}","{'chocolate': 12, 'roasted': 10, 'malt': 10}"
538,"{'smooth': 4, 'whiskey': 3, 'sticky': 3}","{'amber': 4, 'hazy': 3, 'pours': 2}","Cael & Crede Ale","{'caramel': 7, 'toffee': 6, 'vanilla': 6}","{'oak': 4, 'toasted': 4, 'whiskey': 3}"
539,"{'creamy': 142, 'smooth': 106, 'feel': 89}","{'black': 132, 'dark': 77, 'creamy': 69}","Beamish Irish Stout","{'roasted': 158, 'coffee': 156, 'malt': 146}","{'coffee': 126, 'roasted': 118, 'malt': 98}"
540,"{'dark': 6, 'feel': 3, 'medium': 3}","{'black': 4, 'dark': 4, 'malt': 3}","Knockmealdown Porter","{'malt': 6, 'roasted': 4, 'nose': 3}","{'flavor': 3, 'dark': 3, 'roasted': 2}"
541,"{'medium': 4, 'nice': 4, 'light': 3}","{'black': 6, 'light': 4, 'pours': 3}","O'Hara's Barrel Aged Leann Folláin","{'whiskey': 8, 'chocolate': 6, 'dark': 6}","{'dark': 6, 'irish': 6, 'whiskey': 5}"
542,"{'feel': 83, 'smooth': 73, 'light': 69}","{'dark': 114, 'black': 112, 'brown': 67}","O'Hara's Irish Stout","{'roasted': 207, 'coffee': 172, 'malt': 168}","{'roasted': 128, 'malt': 123, 'coffee': 104}"
543,"{'feel': 2, 'good': 2, 'carbonation': 2}","{'medium': 5, 'clear': 3, 'orange': 3}","Francis' Big Bangin IPA","{'citrus': 3, 'orange': 3, 'flavor': 2}","{'grapefruit': 3, 'vinegar': 3, 'citrus': 2}"
544,"{'feel': 10, 'carbonation': 9, 'moderate': 9}","{'dark': 13, 'brown': 12, 'nice': 8}","O'Hara's Leann Folláin","{'malt': 21, 'chocolate': 19, 'coffee': 18}","{'chocolate': 17, 'coffee': 16, 'dark': 10}"
545,"{'feel': 165, 'carbonation': 145, 'medium': 145}","{'black': 266, 'dark': 157, 'brown': 139}","Guinness Foreign Extra Stout","{'malt': 338, 'roasted': 329, 'chocolate': 275}","{'malt': 186, 'roasted': 172, 'chocolate': 159}"
546,"{'feel': 53, 'medium': 50, 'carbonation': 49}","{'black': 69, 'dark': 50, 'brown': 45}","Guinness Special Export Stout / Antwerpen Stout","{'chocolate': 103, 'dark': 94, 'malt': 90}","{'chocolate': 65, 'malt': 63, 'dark': 58}"
547,"{'smooth': 9, 'feel': 5, 'carbonation': 5}","{'black': 6, 'brown': 5, 'good': 4}","Celebration Stout","{'chocolate': 11, 'malt': 9, 'roasted': 9}","{'chocolate': 7, 'like': 6, 'malt': 6}"
548,"{'feel': 30, 'medium': 29, 'carbonation': 27}","{'black': 37, 'dark': 31, 'brown': 26}","Guinness 200th Anniversary Export Stout","{'malt': 61, 'roasted': 57, 'chocolate': 51}","{'malt': 46, 'roasted': 30, 'dark': 27}"
549,"{'feel': 4, 'refreshing': 2, 'taste': 2}","{'golden': 4, 'light': 3, 'amber': 2}","Baden Baden Golden","{'cinnamon': 10, 'good': 3, 'nose': 3}","{'cinnamon': 6, 'slightly': 4, 'sweet': 4}"
550,"{'wheat': 9, 'nice': 6, 'honey': 6}","{'honey': 5, 'hazy': 3, 'orange': 3}","Colorado Appia","{'wheat': 12, 'nice': 6, 'honey': 5}","{'honey': 10, 'light': 5, 'sweet': 4}"
551,"{'coffee': 10, 'feel': 8, 'medium': 7}","{'dark': 13, 'brown': 12, 'nice': 7}","Eisenbahn Escura (Dunkel)","{'malt': 22, 'chocolate': 18, 'nose': 17}","{'malt': 20, 'coffee': 14, 'roasted': 13}"
552,"{'smooth': 3, 'clove': 2, 'banana': 2}","{'style': 2, 'ml': 2, 'bottle': 2}","Eisenbahn Weizenbier","{'banana': 7, 'wheat': 4, 'nose': 4}","{'wheat': 2, 'note': 2, 'light': 2}"
553,"{'medium': 7, 'brown': 5, 'taste': 4}","{'pours': 8, 'brown': 7, 'copper': 6}","Colorado Berthô","{'sweet': 14, 'malt': 13, 'like': 8}","{'sweet': 10, 'nut': 10, 'caramel': 7}"
554,"{'alcohol': 5, 'high': 3, 'strong': 3}","{'golden': 4, 'look': 4, 'hazy': 3}","Eisenbahn Strong Golden Ale","{'malt': 5, 'bread': 3, 'alcohol': 3}","{'malt': 3, 'flavour': 3, 'sweet': 2}"
555,"{'carbonation': 3, 'medium': 2, 'body': 2}","{'black': 7, 'deep': 4, 'nice': 3}","Baden Baden Dark Ale Stout","{'roasted': 5, 'malt': 5, 'coffee': 4}","{'stout': 5, 'little': 3, 'malt': 2}"
556,"{'carbonation': 23, 'medium': 15, 'banana': 13}","{'brown': 22, 'dark': 17, 'pours': 12}","Eisenbahn Vigorosa (Weizenbock)","{'banana': 31, 'nose': 29, 'wheat': 18}","{'alcohol': 18, 'sweet': 17, 'malt': 15}"
557,"{'smooth': 4, 'alcohol': 3, 'flavor': 3}","{'dark': 4, 'pours': 4, 'red': 3}","Baden Baden Red Ale Especial","{'malt': 6, 'sweet': 5, 'caramel': 4}","{'alcohol': 5, 'flavor': 4, 'malt': 3}"
558,"{'feel': 4, 'taste': 4, 'could': 2}","{'baden': 4, 'orange': 3, 'amber': 3}","Baden Baden 1999 Bitter Ale","{'malt': 4, 'could': 2, 'note': 2}","{'feel': 3, 'could': 2, 'malt': 2}"
559,"{'nice': 3, 'good': 3, 'carbonation': 3}","{'orange': 6, 'white': 5, 'nice': 5}","Eisenbahn Pale Ale","{'nose': 8, 'yeast': 7, 'malt': 6}","{'belgian': 6, 'malt': 6, 'ale': 5}"
560,"{'hop': 4, 'nice': 3, 'syrupy': 2}","{'amber': 6, 'hop': 4, 'medium': 3}","Colorado Indica","{'hop': 14, 'floral': 4, 'hint': 3}","{'hop': 10, 'malt': 5, 'bitterness': 5}"
561,"{'feel': 6, 'carbonation': 6, 'hop': 5}","{'amber': 8, 'orange': 6, 'pours': 5}","Colorado Vixnu","{'malt': 16, 'nose': 12, 'floral': 11}","{'malt': 7, 'hop': 7, 'sweet': 4}"
562,"{'carbonation': 8, 'feel': 8, 'champagne': 5}","{'golden': 6, 'bubble': 5, 'pours': 4}","Eisenbahn Lust","{'like': 12, 'sweet': 8, 'nose': 7}","{'tasting': 5, 'note': 5, 'sweet': 5}"
563,"{'medium': 15, 'carbonation': 13, 'feel': 12}","{'amber': 24, 'clear': 22, 'pours': 16}","Eisenbahn Rauchbier","{'malt': 36, 'smoked': 30, 'smoke': 30}","{'smoke': 21, 'malt': 18, 'sweet': 18}"
564,"{'carbonation': 7, 'full': 6, 'feel': 5}","{'black': 4, 'like': 4, 'still': 2}","Belô Petroleum","{'dark': 15, 'nose': 11, 'chocolate': 10}","{'chocolate': 8, 'dark': 5, 'malt': 5}"
565,"{'feel': 4, 'carbonation': 3, 'full': 2}","{'w': 5, 'l': 5, 'black': 5}","Wals Petroleum","{'chocolate': 7, 'coffee': 5, 'roasted': 4}","{'sugar': 3, 'cocoa': 3, 'molasses': 2}"
566,"{'carbonation': 10, 'full': 10, 'medium': 9}","{'black': 14, 'brown': 8, 'dark': 8}","Colorado Ithaca / Guanabara","{'dark': 34, 'chocolate': 24, 'sugar': 18}","{'malt': 14, 'dark': 13, 'like': 11}"
567,"{'smooth': 2, 'carbonation': 2, 'liquor': 2}","{'brown': 5, 'w': 5, 'l': 5}","Wäls Quadruppel","{'grape': 2, 'little': 2, 'lemon': 2}","{'bitterness': 2, 'one': 2, 'follows': 1}"
568,"{'light': 33, 'lemon': 26, 'soda': 20}","{'yellow': 39, 'pours': 24, 'pale': 24}","Stiegl Radler Zitrone","{'lemon': 76, 'like': 28, 'soda': 23}","{'lemon': 62, 'like': 39, 'soda': 32}"
